PRO ID 	PRO Name 	PRO Term Definition 	Category 	Parent 	

PR:Q8WWY3-4	U4/U6 small nuclear ribonucleoprotein Prp31 isoform 4 (human)	A U4/U6 small nuclear ribonucleoprotein Prp31 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8WWY3-4. [PRO:DNx, UniProtKB:Q8WWY3]	organism-sequence	PR:Q8WWY3
PR:Q8WWY3-3	U4/U6 small nuclear ribonucleoprotein Prp31 isoform 3 (human)	A U4/U6 small nuclear ribonucleoprotein Prp31 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8WWY3-3. [PRO:DNx, UniProtKB:Q8WWY3]	organism-sequence	PR:Q8WWY3
PR:Q8WWY3-2	U4/U6 small nuclear ribonucleoprotein Prp31 isoform 2 (human)	A U4/U6 small nuclear ribonucleoprotein Prp31 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8WWY3-2. [PRO:DNx, UniProtKB:Q8WWY3]	organism-sequence	PR:Q8WWY3
PR:Q8WWY3-1	U4/U6 small nuclear ribonucleoprotein Prp31 isoform 1 (human)	A U4/U6 small nuclear ribonucleoprotein Prp31 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042200
PR:Q8WWY3	U4/U6 small nuclear ribonucleoprotein Prp31 (human)	A U4/U6 small nuclear ribonucleoprotein Prp31 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8WWY3]	organism-gene	PR:000013279
PR:Q8WVM8-3	sec1 family domain-containing protein 1 isoform 3 (human)	A sec1 family domain-containing protein 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8WVM8-3. [PRO:DNx, UniProtKB:Q8WVM8]	organism-sequence	PR:Q8WVM8
PR:Q8WVM8-2	sec1 family domain-containing protein 1 isoform 2 (human)	A sec1 family domain-containing protein 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8WVM8-2. [PRO:DNx, UniProtKB:Q8WVM8]	organism-sequence	PR:Q8WVM8
PR:Q8WVM8-1	sec1 family domain-containing protein 1 isoform 1 (human)	A sec1 family domain-containing protein 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8WVM8-1. [PRO:DNx, UniProtKB:Q8WVM8]	organism-sequence	PR:Q8WVM8
PR:Q8WVM8	sec1 family domain-containing protein 1 (human)	A sec1 family domain-containing protein 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8WVM8]	organism-gene	PR:000014500
PR:Q8WV07-1	oral cancer-overexpressed protein 1 isoform 1 (human)	An oral cancer-overexpressed protein 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042165

PR:Q96F25	UDP-N-acetylglucosamine transferase subunit ALG14 homolog (human)	A UDP-N-acetylglucosamine transferase subunit ALG14 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96F25]	organism-gene	PR:000003942
PR:Q96EU6-2	ribosomal RNA processing protein 36 homolog isoform 2 (human)	A ribosomal RNA processing protein 36 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96EU6-2. [PRO:DNx, UniProtKB:Q96EU6]	organism-sequence	PR:Q96EU6
PR:Q96EU6-1	ribosomal RNA processing protein 36 homolog isoform 1 (human)	A ribosomal RNA processing protein 36 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96EU6-1. [PRO:DNx, UniProtKB:Q96EU6]	organism-sequence	PR:Q96EU6
PR:Q96EU6	ribosomal RNA processing protein 36 homolog (human)	A ribosomal RNA processing protein 36 homolog that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96EU6]	organism-gene	PR:000030792
PR:Q96E22	Nogo-B receptor (human)	A Nogo-B receptor that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96E22]	organism-gene	PR:000011530
PR:Q96BW9-3	phosphatidate cytidylyltransferase, mitochondrial isoform 3 (human)	A phosphatidate cytidylyltransferase, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96BW9-3. [PRO:DNx, UniProtKB:Q96BW9]	organism-sequence	PR:Q96BW9
PR:Q96BW9-2	phosphatidate cytidylyltransferase, mitochondrial isoform 2 (human)	A phosphatidate cytidylyltransferase, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96BW9-2. [PRO:DNx, UniProtKB:Q96BW9]	organism-sequence	PR:Q96BW9
PR:Q96BW9-1	phosphatidate cytidylyltransferase, mitochondrial isoform 1 (human)	A phosphatidate cytidylyltransferase, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96BW9-1. [PRO:DNx, UniProtKB:Q96BW9]	organism-sequence	PR:Q96BW9
PR:Q96BW9	mitochondrial translocator assembly and maintenance protein 41 homolog (human)	A mitochondrial translocator assembly and maintenance protein 41 homolog that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96BW9]	organism-gene	PR:000031492
PR:Q96AA3-1	protein RFT1 homolog isoform 1 (human)	A protein RFT1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042423
PR:Q96AA3	protein RFT1 homolog (human)	A protein RFT1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96AA3]	organism-gene	PR:000013919
PR:Q969N2-6	GPI transamidase component PIG-T isoform 6 (human)	A GPI transamidase component PIG-T (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969N2-6. [PRO:DNx, UniProtKB:Q969N2]	organism-sequence	PR:Q969N2
PR:Q969N2-5	GPI transamidase component PIG-T isoform 5 (human)	A GPI transamidase component PIG-T (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969N2-5. [PRO:DNx, UniProtKB:Q969N2]	organism-sequence	PR:Q969N2
PR:Q969N2-4	GPI transamidase component PIG-T isoform 4 (human)	A GPI transamidase component PIG-T (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969N2-4. [PRO:DNx, UniProtKB:Q969N2]	organism-sequence	PR:Q969N2
PR:Q969N2-3	GPI transamidase component PIG-T isoform 3 (human)	A GPI transamidase component PIG-T (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969N2-3. [PRO:DNx, UniProtKB:Q969N2]	organism-sequence	PR:Q969N2
PR:Q969N2-2	GPI transamidase component PIG-T isoform 2 (human)	A GPI transamidase component PIG-T (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969N2-2. [PRO:DNx, UniProtKB:Q969N2]	organism-sequence	PR:Q969N2
PR:Q969N2-1	GPI transamidase component PIG-T isoform 1 (human)	A GPI transamidase component PIG-T (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969N2-1. [PRO:DNx, UniProtKB:Q969N2]	organism-sequence	PR:Q969N2
PR:Q969N2	GPI transamidase component PIG-T (human)	A GPI transamidase component PIG-T that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q969N2]	organism-gene	PR:000012707
PR:Q969H6-2	ribonuclease P/MRP protein subunit POP5 isoform 2 (human)	A ribonuclease P/MRP protein subunit POP5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969H6-2. [PRO:DNx, UniProtKB:Q969H6]	organism-sequence	PR:Q969H6
PR:Q969H6-1	ribonuclease P/MRP protein subunit POP5 isoform 1 (human)	A ribonuclease P/MRP protein subunit POP5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969H6-1. [PRO:DNx, UniProtKB:Q969H6]	organism-sequence	PR:Q969H6
PR:Q969H6	ribonuclease P/MRP protein subunit POP5 (human)	A ribonuclease P/MRP protein subunit POP5 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q969H6]	organism-gene	PR:000013026
PR:Q969H0-4	F-box/WD repeat-containing protein 7 isoform 3 (human)	An F-box/WD repeat-containing protein 7 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969H0-4. [PRO:DNx, UniProtKB:Q969H0]	organism-sequence	PR:Q969H0
PR:Q969H0-2	F-box/WD repeat-containing protein 7 isoform 2 (human)	An F-box/WD repeat-containing protein 7 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969H0-2. [PRO:DNx, UniProtKB:Q969H0]	organism-sequence	PR:Q969H0
PR:Q969H0-1	F-box/WD repeat-containing protein 7 isoform 1 (human)	An F-box/WD repeat-containing protein 7 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969H0-1. [PRO:DNx, UniProtKB:Q969H0]	organism-sequence	PR:Q969H0
PR:Q969H0	F-box/WD repeat-containing protein 7 (human)	An F-box/WD repeat-containing protein 7 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q969H0]	organism-gene	PR:000007427
PR:Q92994-9	transcription factor IIIB 90 kDa subunit isoform 9 (human)	A transcription factor IIIB 90 kDa subunit (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q92994-9. [PRO:DNx, UniProtKB:Q92994]	organism-sequence	PR:Q92994
PR:Q92994-8	transcription factor IIIB 90 kDa subunit isoform 8 (human)	A transcription factor IIIB 90 kDa subunit (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q92994-8. [PRO:DNx, UniProtKB:Q92994]	organism-sequence	PR:Q92994

PR:Q9BSC4	nucleolar protein 10 (human)	A nucleolar protein 10 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BSC4]	organism-gene	PR:000011307
PR:Q9BRX5-3	DNA replication complex GINS protein PSF3 isoform 3 (human)	A DNA replication complex GINS protein PSF3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BRX5-3. [PRO:DNx, UniProtKB:Q9BRX5]	organism-sequence	PR:Q9BRX5
PR:Q9BRX5-2	DNA replication complex GINS protein PSF3 isoform 2 (human)	A DNA replication complex GINS protein PSF3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BRX5-2. [PRO:DNx, UniProtKB:Q9BRX5]	organism-sequence	PR:Q9BRX5
PR:Q9BRX5-1	DNA replication complex GINS protein PSF3 isoform 1 (human)	A DNA replication complex GINS protein PSF3 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042853
PR:Q9BRX5	DNA replication complex GINS protein PSF3 (human)	A DNA replication complex GINS protein PSF3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BRX5]	organism-gene	PR:000007984
PR:Q9BRU9-2	rRNA-processing protein UTP23 homolog isoform 2 (human)	An rRNA-processing protein UTP23 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BRU9-2. [PRO:DNx, UniProtKB:Q9BRU9]	organism-sequence	PR:Q9BRU9
PR:Q9BRU9-1	rRNA-processing protein UTP23 homolog isoform 1 (human)	An rRNA-processing protein UTP23 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BRU9-1. [PRO:DNx, UniProtKB:Q9BRU9]	organism-sequence	PR:Q9BRU9
PR:Q9BRU9	rRNA-processing protein UTP23 homolog (human)	An rRNA-processing protein UTP23 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BRU9]	organism-gene	PR:000017206
PR:Q9BRT9-2	DNA replication complex GINS protein SLD5 isoform 2 (human)	A DNA replication complex GINS protein SLD5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BRT9-2. [PRO:DNx, UniProtKB:Q9BRT9]	organism-sequence	PR:Q9BRT9
PR:Q9BRT9-1	DNA replication complex GINS protein SLD5 isoform 1 (human)	A DNA replication complex GINS protein SLD5 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042849
PR:Q9BRT9	DNA replication complex GINS protein SLD5 (human)	A DNA replication complex GINS protein SLD5 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BRT9]	organism-gene	PR:000007985
PR:Q9BRS2	serine/threonine-protein kinase RIO1 (human)	A serine/threonine-protein kinase RIO1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BRS2]	organism-gene	PR:000014019
PR:Q9BQ67-1	glutamate-rich WD repeat-containing protein 1 isoform 1 (human)	A glutamate-rich WD repeat-containing protein 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042823
PR:Q9BQ67	glutamate-rich WD repeat-containing protein 1 (human)	A glutamate-rich WD repeat-containing protein 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BQ67]	organism-gene	PR:000031269
PR:Q9BPX3	condensin complex subunit 3 (human)	A condensin complex subunit 3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BPX3]	organism-gene	PR:000011022
PR:Q99575	ribonucleases P/MRP protein subunit POP1 (human)	A ribonucleases P/MRP protein subunit POP1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q99575]	organism-gene	PR:000013024
PR:Q96S52-2	GPI transamidase component PIG-S isoform 2 (human)	A GPI transamidase component PIG-S (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96S52-2. [PRO:DNx, UniProtKB:Q96S52]	organism-sequence	PR:Q96S52
PR:Q96S52-1	GPI transamidase component PIG-S isoform 1 (human)	A GPI transamidase component PIG-S isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042680
PR:Q96S52	GPI transamidase component PIG-S (human)	A GPI transamidase component PIG-S that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96S52]	organism-gene	PR:000012706
PR:Q96NC0-1	zinc finger matrin-type protein 2 isoform 1 (human)	A zinc finger matrin-type protein 2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042621
PR:Q96NC0	zinc finger matrin-type protein 2 (human)	A zinc finger matrin-type protein 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96NC0]	organism-gene	PR:000017679
PR:Q96HI0-2	sentrin-specific protease 5 isoform 2 (human)	A sentrin-specific protease 5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96HI0-2. [PRO:DNx, UniProtKB:Q96HI0]	organism-sequence	PR:Q96HI0
PR:Q96HI0-1	sentrin-specific protease 5 isoform 1 (human)	A sentrin-specific protease 5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96HI0-1. [PRO:DNx, UniProtKB:Q96HI0]	organism-sequence	PR:Q96HI0
PR:Q96HI0	sentrin-specific protease 5 (human)	A sentrin-specific protease 5 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96HI0]	organism-gene	PR:000014638
PR:Q96G21-1	U3 small nucleolar ribonucleoprotein protein IMP4 isoform 1 (human)	A U3 small nucleolar ribonucleoprotein protein IMP4 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042527
PR:Q96G21	U3 small nucleolar ribonucleoprotein protein IMP4 (human)	A U3 small nucleolar ribonucleoprotein protein IMP4 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96G21]	organism-gene	PR:000009016
PR:Q96FX7	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A (human)	A tRNA (adenine-N(1)-)-methyltransferase catalytic subunit TRMT61A that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96FX7]	organism-gene	PR:000016684
PR:Q96F25-1	UDP-N-acetylglucosamine transferase subunit ALG14 homolog isoform 1 (human)	A UDP-N-acetylglucosamine transferase subunit ALG14 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042513

PR:Q9H3S5-1	GPI mannosyltransferase 1 isoform 1 (human)	A GPI mannosyltransferase 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000043267
PR:Q9H3S5	GPI mannosyltransferase 1 (human)	A GPI mannosyltransferase 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9H3S5]	organism-gene	PR:000012700
PR:Q9H0D6-2	5'-3' exoribonuclease 2 isoform 2 (human)	A 5'-3' exoribonuclease 2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H0D6-2. [PRO:DNx, UniProtKB:Q9H0D6]	organism-sequence	PR:Q9H0D6
PR:Q9H0D6-1	5'-3' exoribonuclease 2 isoform 1 (human)	A 5'-3' exoribonuclease 2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H0D6-1. [PRO:DNx, UniProtKB:Q9H0D6]	organism-sequence	PR:Q9H0D6
PR:Q9H0D6	5'-3' exoribonuclease 2 (human)	A 5'-3' exoribonuclease 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9H0D6]	organism-gene	PR:000017512
PR:Q9GZR1-2	sentrin-specific protease 6 isoform 2 (human)	A sentrin-specific protease 6 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9GZR1-2. [PRO:DNx, UniProtKB:Q9GZR1]	organism-sequence	PR:Q9GZR1
PR:Q9GZR1-1	sentrin-specific protease 6 isoform 1 (human)	A sentrin-specific protease 6 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9GZR1-1. [PRO:DNx, UniProtKB:Q9GZR1]	organism-sequence	PR:Q9GZR1
PR:Q9GZR1	sentrin-specific protease 6 (human)	A sentrin-specific protease 6 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9GZR1]	organism-gene	PR:000014639
PR:Q9BYG3	MKI67 FHA domain-interacting nucleolar phosphoprotein (human)	An MKI67 FHA domain-interacting nucleolar phosphoprotein that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BYG3]	organism-gene	PR:000029630
PR:Q9BYD3-2	39S ribosomal protein L4, mitochondrial isoform 2 (human)	A 39S ribosomal protein L4, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BYD3-2. [PRO:DNx, UniProtKB:Q9BYD3]	organism-sequence	PR:Q9BYD3
PR:Q9BYD3-1	39S ribosomal protein L4, mitochondrial isoform 1 (human)	A 39S ribosomal protein L4, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BYD3-1. [PRO:DNx, UniProtKB:Q9BYD3]	organism-sequence	PR:Q9BYD3
PR:Q9BYD3	39S ribosomal protein L4, mitochondrial (human)	A 39S ribosomal protein L4, mitochondrial that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BYD3]	organism-gene	PR:000010600
PR:Q9BXY0	protein MAK16 homolog (human)	A protein MAK16 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BXY0]	organism-gene	PR:000010091
PR:Q9BW85	coiled-coil domain-containing protein 94 (human)	A coiled-coil domain-containing protein 94 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BW85]	organism-gene	PR:000029344
PR:Q9BVI4-1	nucleolar complex protein 4 homolog isoform 1 (human)	A nucleolar complex protein 4 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042911
PR:Q9BVI4	nucleolar complex protein 4 homolog (human)	A nucleolar complex protein 4 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BVI4]	organism-gene	PR:000011304
PR:Q9BV38	WD repeat-containing protein 18 (human)	A WD repeat-containing protein 18 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BV38]	organism-gene	PR:000029856
PR:Q9BUQ8-2	ATP-dependent RNA helicase DDX23 isoform 2 (human)	An ATP-dependent RNA helicase DDX23 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BUQ8-2. [PRO:DNx, UniProtKB:Q9BUQ8]	organism-sequence	PR:Q9BUQ8
PR:Q9BUQ8-1	ATP-dependent RNA helicase DDX23 isoform 1 (human)	An ATP-dependent RNA helicase DDX23 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BUQ8-1. [PRO:DNx, UniProtKB:Q9BUQ8]	organism-sequence	PR:Q9BUQ8
PR:Q9BUQ8	ATP-dependent RNA helicase DDX23 (human)	An ATP-dependent RNA helicase DDX23 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BUQ8]	organism-gene	PR:000029385
PR:Q9BUI4	DNA-directed RNA polymerase III subunit RPC3 (human)	A DNA-directed RNA polymerase III subunit RPC3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BUI4]	organism-gene	PR:000013002
PR:Q9BTT4-1	mediator of RNA polymerase II transcription subunit 10 isoform 1 (human)	A mediator of RNA polymerase II transcription subunit 10 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042882
PR:Q9BTT4	mediator of RNA polymerase II transcription subunit 10 (human)	A mediator of RNA polymerase II transcription subunit 10 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BTT4]	organism-gene	PR:000010280
PR:Q9BSV6	tRNA-splicing endonuclease subunit Sen34 (human)	A tRNA-splicing endonuclease subunit Sen34 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9BSV6]	organism-gene	PR:000016716
PR:Q9BSC4-4	nucleolar protein 10 isoform 4 (human)	A nucleolar protein 10 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BSC4-4. [PRO:DNx, UniProtKB:Q9BSC4]	organism-sequence	PR:Q9BSC4
PR:Q9BSC4-3	nucleolar protein 10 isoform 3 (human)	A nucleolar protein 10 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BSC4-3. [PRO:DNx, UniProtKB:Q9BSC4]	organism-sequence	PR:Q9BSC4
PR:Q9BSC4-2	nucleolar protein 10 isoform 2 (human)	A nucleolar protein 10 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BSC4-2. [PRO:DNx, UniProtKB:Q9BSC4]	organism-sequence	PR:Q9BSC4
PR:Q9BSC4-1	nucleolar protein 10 isoform 1 (human)	A nucleolar protein 10 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000042859

PR:Q9NSD9-2	phenylalanine--tRNA ligase beta subunit isoform 2 (human)	A phenylalanine--tRNA ligase beta subunit (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NSD9-2. [PRO:DNx, UniProtKB:Q9NSD9]	organism-sequence	PR:Q9NSD9
PR:Q9NSD9-1	phenylalanine--tRNA ligase beta subunit isoform 1 (human)	A phenylalanine--tRNA ligase beta subunit isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000043558
PR:Q9NSD9	phenylalanine--tRNA ligase beta subunit (human)	A phenylalanine--tRNA ligase beta subunit that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9NSD9]	organism-gene	PR:000007347
PR:Q9NR50-3	translation initiation factor eIF-2B subunit gamma isoform 3 (human)	A translation initiation factor eIF-2B subunit gamma (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NR50-3. [PRO:DNx, UniProtKB:Q9NR50]	organism-sequence	PR:Q9NR50
PR:Q9NR50-2	translation initiation factor eIF-2B subunit gamma isoform 2 (human)	A translation initiation factor eIF-2B subunit gamma (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NR50-2. [PRO:DNx, UniProtKB:Q9NR50]	organism-sequence	PR:Q9NR50
PR:Q9NR50-1	translation initiation factor eIF-2B subunit gamma isoform 1 (human)	A translation initiation factor eIF-2B subunit gamma isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000043513
PR:Q9NR50	translation initiation factor eIF-2B subunit gamma (human)	A translation initiation factor eIF-2B subunit gamma that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9NR50]	organism-gene	PR:000006964
PR:Q9NQZ2	something about silencing protein 10 (human)	A something about silencing protein 10 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9NQZ2]	organism-gene	PR:000017207
PR:Q9NQT4-1	exosome complex component RRP46 isoform 1 (human)	An exosome complex component RRP46 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000043501
PR:Q9NQT4	exosome complex component RRP46 (human)	An exosome complex component RRP46 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9NQT4]	organism-gene	PR:000007262
PR:Q9HCN4-5	GPN-loop GTPase 1 isoform 5 (human)	A GPN-loop GTPase 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9HCN4-5. [PRO:DNx, UniProtKB:Q9HCN4]	organism-sequence	PR:Q9HCN4
PR:Q9HCN4-4	GPN-loop GTPase 1 isoform 4 (human)	A GPN-loop GTPase 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9HCN4-4. [PRO:DNx, UniProtKB:Q9HCN4]	organism-sequence	PR:Q9HCN4
PR:Q9HCN4-3	GPN-loop GTPase 1 isoform 3 (human)	A GPN-loop GTPase 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9HCN4-3. [PRO:DNx, UniProtKB:Q9HCN4]	organism-sequence	PR:Q9HCN4
PR:Q9HCN4-2	GPN-loop GTPase 1 isoform 2 (human)	A GPN-loop GTPase 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9HCN4-2. [PRO:DNx, UniProtKB:Q9HCN4]	organism-sequence	PR:Q9HCN4
PR:Q9HCN4-1	GPN-loop GTPase 1 isoform 1 (human)	A GPN-loop GTPase 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9HCN4-1. [PRO:DNx, UniProtKB:Q9HCN4]	organism-sequence	PR:Q9HCN4
PR:Q9HCN4	GPN-loop GTPase 1 (human)	A GPN-loop GTPase 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9HCN4]	organism-gene	PR:000008180
PR:Q9HCG8	pre-mRNA-splicing factor CWC22 homolog (human)	A pre-mRNA-splicing factor CWC22 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9HCG8]	organism-gene	PR:000006059
PR:Q9H9Y4-1	GPN-loop GTPase 2 isoform 1 (human)	A GPN-loop GTPase 2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000043350
PR:Q9H9Y4	GPN-loop GTPase 2 (human)	A GPN-loop GTPase 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9H9Y4]	organism-gene	PR:000008181
PR:Q9H9E3-3	conserved oligomeric Golgi complex subunit 4 isoform 3 (human)	A conserved oligomeric Golgi complex subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H9E3-3. [PRO:DNx, UniProtKB:Q9H9E3]	organism-sequence	PR:Q9H9E3
PR:Q9H9E3-2	conserved oligomeric Golgi complex subunit 4 isoform 2 (human)	A conserved oligomeric Golgi complex subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H9E3-2. [PRO:DNx, UniProtKB:Q9H9E3]	organism-sequence	PR:Q9H9E3
